,churn
21510,1
19676,1
24633,1
33709,1
17973,1
29886,1
6145,1
34617,1
26879,1
5939,1
38763,1
13856,1
19919,1
24993,1
3551,1
10728,1
7495,1
37447,1
14858,1
6076,1
35391,1
32880,0
49153,0
18427,1
21563,1
56836,1
26738,1
12267,1
27092,1
7096,1
6609,1
29238,0
11226,0
23836,1
9781,1
30831,1
15848,1
42106,1
870,1
18672,1
7401,1
35167,1
9297,1
3399,1
7256,1
27414,1
45897,1
29993,1
19164,1
25408,1
7776,1
49339,1
22951,1
22850,1
23521,1
34368,0
24957,1
19434,1
47703,0
5641,1
13085,1
29383,1
20547,1
38449,0
41326,1
33598,1
4101,1
48311,0
4329,1
68297,0
56377,1
4002,1
8177,1
8566,1
56870,0
18948,1
13743,1
37559,1
28252,1
40315,1
6687,1
16539,1
4292,0
31662,1
38031,1
13134,1
48783,0
6374,1
5056,1
30522,1
15056,1
17153,1
30760,1
19818,1
10456,1
19986,1
21861,1
53969,0
15875,1
9544,1
1985,1
10713,1
10446,1
49372,1
1666,1
23437,1
31197,1
17808,1
66348,1
3044,1
26688,1
7312,1
30899,1
1569,1
5321,1
2496,1
45872,0
68675,1
23645,1
18065,1
17542,1
8442,0
4689,1
3014,1
29535,1
21447,1
11681,1
7876,1
1866,1
2923,1
30786,1
10619,1
15927,1
17659,1
16794,1
10920,1
14750,1
8424,1
8964,1
1800,1
34086,1
61102,1
8230,1
25740,1
38070,1
30577,1
26241,1
34155,0
3531,1
54836,1
29933,1
9963,1
39909,1
18389,1
17192,1
12648,0
487,1
27772,1
8882,1
502,1
36071,1
12000,1
2521,1
5750,0
36322,1
7349,1
3092,1
14269,1
12659,1
8640,1
2782,1
26009,1
55185,1
21764,1
50317,1
4268,1
2367,1
35296,1
26198,1
1954,1
12748,1
54630,1
35599,1
3831,1
15750,1
3842,1
31448,1
22119,1
22057,1
36692,1
11801,1
15012,1
26296,1
31904,1
50455,0
3158,1
27158,1
4599,1
8781,1
19231,1
38114,1
8963,1
13168,0
16622,1
67391,1
34897,1
13529,1
54499,1
1312,1
27982,1
6560,1
41529,1
35671,1
47773,0
9131,1
19232,1
17255,1
864,1
1443,1
10624,0
11973,1
21532,1
19713,0
5177,1
3925,1
14242,1
20799,1
17291,1
52937,1
4982,1
4267,1
33453,0
27376,1
8091,1
3302,1
5836,1
50523,1
30762,1
29769,1
48733,1
17877,1
12686,1
1856,1
1440,1
30870,1
6471,1
13203,1
19588,1
51989,1
22324,0
1647,1
36437,1
7723,1
67152,1
38522,1
26916,1
52489,0
10063,1
23644,1
45114,1
10729,1
24040,1
11783,0
1521,0
921,1
343,1
29749,1
40535,1
8327,1
39152,1
29037,1
15141,1
16260,1
23075,1
48149,1
39996,1
5006,1
21279,1
22435,1
63275,0
4809,1
17862,1
37107,0
46183,1
24817,1
7641,1
28443,1
2416,1
7374,1
55001,1
8915,1
3130,1
3211,1
970,1
14684,1
14905,1
44943,1
5310,1
48014,1
154,1
33371,1
429,1
5433,1
18550,1
14723,1
21198,0
16277,1
49879,0
15478,1
17799,1
8277,1
11813,1
24516,1
44679,1
29153,1
11104,1
14707,1
9017,1
29945,1
71469,0
16004,1
14695,1
33099,1
15781,1
17873,1
23041,1
7961,1
4290,1
7765,1
3022,1
19182,1
16525,1
13091,0
37198,0
16833,1
5527,1
39504,1
35291,1
11402,1
1752,1
431,1
1822,1
14372,1
5395,1
5316,1
2168,0
10949,1
20054,1
6144,1
13619,1
1319,1
21696,1
3561,1
19283,1
8192,1
2941,1
4153,1
27123,1
46561,1
10533,1
12794,1
45420,0
20062,1
29226,1
16595,1
22709,1
16617,1
9506,1
1181,1
17551,1
36766,1
3928,1
25291,1
34584,1
23122,1
3871,1
51006,0
26743,0
22554,1
4440,1
12678,1
4037,1
51276,0
36227,1
38144,0
10852,1
23119,1
4140,1
5880,1
14547,1
18993,1
11494,1
11019,1
14076,1
13332,1
7062,1
18046,1
13765,1
30014,1
19897,1
42097,1
47313,0
21113,1
7258,1
51439,1
29649,1
32771,1
3782,1
29869,1
24686,1
7986,1
45759,1
27882,1
48518,0
9735,1
6896,1
26333,1
13966,1
12572,1
13763,1
765,1
4578,1
12630,0
138,1
4673,1
67230,1
7566,1
20543,0
41019,1
2579,1
33180,1
27038,0
27274,1
2255,1
14809,1
9754,1
4867,1
33249,1
34060,1
25620,1
16943,1
43196,1
1316,1
197,1
26854,1
13153,1
36025,0
13544,1
43929,1
48950,1
14249,1
22279,1
48568,1
19674,1
17410,1
2292,1
29897,1
49387,1
5418,1
30118,1
33503,0
46350,1
3557,1
38825,1
40910,1
14230,1
4254,1
19793,1
61383,1
62187,0
36711,1
16431,1
31281,1
35357,1
2167,1
49924,1
5879,1
20909,1
30769,1
22231,1
3001,1
26693,1
16965,1
40373,1
48252,0
47163,1
1032,1
1878,1
22034,1
24519,1
36258,1
3689,1
14901,1
22304,1
22701,1
28258,1
43078,1
21080,1
30817,0
23304,1
28319,1
8249,1
6986,1
39849,1
6166,1
3231,1
17771,1
26421,1
7891,1
5297,1
46682,1
8777,1
1674,1
9410,1
33597,1
1142,1
17462,1
1129,1
36147,1
24092,1
35883,1
25549,1
26598,1
34640,1
27950,1
49781,1
15988,1
40377,1
42934,1
9682,1
2487,1
36030,1
34606,1
2326,1
46674,0
26018,1
1102,1
20720,1
22517,1
24638,1
27353,0
12796,1
66288,0
3361,1
9921,1
36507,1
34187,1
62238,1
16768,1
25954,1
24478,1
24151,1
3063,1
29250,1
5630,1
9272,1
10915,1
19250,1
180,1
61368,1
50878,1
44969,1
12264,1
23214,1
9538,1
16529,1
11213,0
4481,1
37687,1
50693,1
24737,1
14340,1
4767,1
775,1
25467,1
28723,1
15364,1
2009,1
11007,1
726,0
52728,0
52269,1
3615,1
50067,1
22911,1
1861,1
7716,1
20794,1
33198,1
33821,0
2695,1
56611,1
22763,1
22158,1
38599,1
14046,1
39398,1
22091,1
47333,1
49973,0
50658,1
24030,1
40485,1
195,1
8049,1
65463,1
18176,0
52676,1
28493,1
40010,1
20683,1
8394,1
47608,1
2564,1
32222,1
12234,1
25604,1
22789,1
7208,1
7587,1
12822,1
7854,1
7029,1
25691,1
54676,1
15221,1
53519,1
5697,1
12085,1
51697,1
10634,1
32093,1
12103,1
28445,1
10381,0
22504,1
21720,1
26309,1
9767,1
13240,1
30224,1
23749,0
33232,1
26372,1
39396,1
8088,1
10897,1
10871,1
2419,1
4925,1
2467,1
1534,1
2680,1
17038,1
16034,1
22115,1
61847,1
1367,1
51464,0
13773,1
11614,1
4355,1
9862,1
2891,1
1403,1
17238,0
26410,1
44185,1
70412,1
27560,1
2525,1
23477,1
17701,1
44700,1
30883,0
1946,1
48266,1
6036,1
9324,1
52421,1
35526,1
19002,1
37423,1
5203,1
16583,1
29007,0
66,1
8374,1
14663,1
1254,1
41609,1
24579,1
1698,1
17833,1
6948,1
14371,1
15309,1
12832,1
26834,1
18014,1
28343,1
9581,1
28883,1
25306,1
21281,1
21867,1
23721,1
3113,1
6824,1
19700,1
34680,1
14344,1
13219,1
47610,1
17871,1
11416,1
23172,1
47529,0
14800,1
21270,1
41,1
64698,1
277,1
9223,1
3116,1
23465,1
2652,1
12164,1
935,1
60576,1
2360,1
29715,1
35555,1
20843,1
15036,1
17383,1
187,1
4106,1
68690,1
52267,0
16567,1
3185,0
1160,1
34021,0
13654,1
16363,1
4363,1
13738,1
50287,1
37170,1
28149,1
46946,1
16396,1
15282,1
51025,1
81,1
8958,1
25863,1
68074,0
321,1
26692,1
63933,1
26240,1
12337,1
15394,1
13163,0
40308,1
3311,1
12731,1
13795,1
2003,1
19814,1
30830,1
39119,1
3950,1
13364,1
39521,1
835,1
44635,1
5679,1
28093,1
2425,1
5275,1
36492,1
35959,1
5760,1
21613,1
47843,1
30356,1
27268,1
4900,1
3436,1
56011,1
12334,1
17805,1
15763,1
47140,1
1501,1
34945,1
50243,0
12510,1
3827,1
57437,1
47565,0
43394,1
5233,1
38205,0
10463,1
15277,1
12055,1
4480,1
30070,1
15598,1
36226,1
47989,1
18911,1
22278,1
39717,1
28300,1
27002,1
18085,1
24997,1
26373,1
21871,1
29800,1
5749,1
13803,1
35352,0
1624,1
47746,1
25769,1
21589,1
43978,1
43924,1
1848,1
26407,1
46227,1
7254,1
4970,1
66523,1
17074,1
9227,1
48517,1
2175,1
20365,1
8619,1
5997,1
15624,1
8436,1
21380,1
49913,0
25330,1
18158,1
33414,1
31670,1
25354,1
25347,1
17008,1
28170,1
26976,1
35117,1
28200,1
60903,0
4174,1
29404,1
10738,1
8622,1
33787,0
32172,1
36780,1
499,1
54647,0
16002,1
31405,1
3455,1
42087,1
20649,1
16932,1
35272,1
28519,1
16290,0
20071,1
3560,1
1692,1
21205,1
2577,1
22312,1
26073,1
3980,1
51705,1
6461,1
43019,1
16850,1
24695,0
45448,1
22832,1
22912,1
60141,1
6548,1
31396,1
16730,1
33642,1
5947,1
50896,1
8947,1
6155,1
63910,1
13259,1
19896,0
23665,1
29177,0
7215,1
59086,0
23580,1
24636,0
44476,0
5114,1
20425,1
36561,1
7053,1
17743,1
10100,1
9601,1
7297,1
33004,0
6777,1
50223,0
2908,1
47705,1
20254,1
13696,1
10493,1
1094,1
14520,1
56605,1
49652,1
49867,1
13663,1
30699,1
25115,1
15450,1
1650,1
4486,1
18862,1
41728,1
14217,1
32322,1
29001,1
37540,1
2934,1
6893,1
10413,1
50234,1
2341,1
51180,1
3319,1
61,1
4046,1
9089,1
461,1
20147,1
50334,1
49203,0
3230,1
20207,1
1420,1
1365,1
12734,1
38639,1
9659,1
20596,1
2552,1
28521,1
26668,1
10057,1
34159,1
19889,1
19825,1
47731,1
9483,1
23308,1
4936,1
13273,1
20084,1
6846,1
52998,1
14835,1
31872,0
20481,1
47151,1
216,1
4234,1
19996,1
16283,1
8187,1
436,1
16165,1
26128,1
50793,1
288,1
34588,0
1737,1
42540,1
33269,0
1812,1
33539,1
29950,1
44907,1
18888,1
45795,1
49392,1
20218,1
1203,1
17252,1
12318,1
32420,1
11876,1
31502,1
8043,1
1076,1
34300,1
49371,1
15048,1
1117,1
9607,1
24360,1
33052,1
20327,1
23556,1
19510,1
32737,1
5312,1
23557,1
32743,1
6551,1
14784,1
53728,1
2517,1
28797,1
4902,1
32861,1
5115,1
33441,1
27756,1
6088,1
27672,1
17910,1
1434,1
54055,0
10110,1
19797,1
26604,1
52404,1
26417,1
10392,1
11185,1
16415,1
5073,1
22598,0
64449,1
25964,1
3975,1
11204,0
28007,1
14395,1
50860,1
53360,1
11112,1
21680,1
4213,1
50948,1
11368,1
25755,1
1371,1
876,1
7225,1
30526,1
33761,1
33112,1
16251,1
25011,1
34138,1
10228,1
7591,1
30220,1
568,1
17712,1
13120,1
1299,1
18763,0
54967,1
15829,1
40296,1
3692,1
9278,1
9321,1
8894,1
4846,1
5148,1
26888,1
26261,1
36868,1
50654,1
47744,1
12389,1
4366,1
17547,1
16462,1
3339,1
13904,1
12045,1
21340,1
8954,1
30450,1
13212,1
5544,0
18384,1
45915,1
28668,1
3102,1
32035,1
3045,1
25171,1
12141,0
1632,1
14311,1
27189,1
1998,1
13846,1
49252,0
14840,1
38100,1
25552,1
30918,1
31572,1
1885,1
803,1
56719,1
39519,1
16408,1
125,1
44639,1
20797,1
7020,1
24471,1
33413,1
2938,1
20593,1
6193,1
8010,1
23245,1
3268,1
47788,1
10653,0
12198,1
1450,1
4016,1
69063,0
13685,1
26714,1
6256,1
24493,1
24456,1
20345,0
56261,1
30668,1
18587,1
1476,1
69735,1
4892,1
634,1
30968,1
51552,1
7810,1
16078,1
17305,1
18650,1
19534,1
11836,1
57620,0
17081,1
33339,1
17519,1
50780,0
1864,1
5350,1
24647,1
40772,1
10973,1
5742,1
24142,1
22425,1
53949,1
22063,1
15011,1
33035,1
8364,1
13808,1
26321,1
3018,1
14990,1
17483,1
70800,0
9532,1
43261,0
17009,1
29065,1
54181,1
55819,0
2447,1
493,1
55743,1
9654,1
5758,1
14683,1
5303,1
26842,1
46190,0
2510,1
50733,1
39354,1
48364,1
11516,0
1988,1
34014,1
14239,1
18204,1
15072,1
15885,0
37048,1
3778,1
10976,1
20132,1
22358,1
22362,1
23851,1
24082,1
23563,0
2563,1
18649,1
14837,1
64457,0
22040,1
196,1
7921,1
50746,1
41410,1
11149,1
186,1
21085,1
1026,1
26423,1
4686,1
9970,1
49191,1
47760,1
46389,1
44703,1
52847,1
35483,0
4544,1
6153,1
9614,1
36495,1
20671,1
18328,1
45724,1
19320,1
40104,1
1711,1
2465,1
9945,1
25542,1
53155,1
57481,0
47188,0
22144,1
27757,1
26227,1
13963,1
691,1
845,1
14668,1
7514,1
6458,1
4212,1
18181,1
28199,1
22337,1
60097,1
14970,1
6861,1
14956,1
37986,1
40607,1
40455,1
29342,1
4288,1
40913,1
13401,1
11819,1
32383,1
8664,1
6732,1
17583,1
32754,1
21642,1
26268,1
5067,1
27762,1
714,1
16308,1
2542,1
30606,1
23224,1
32421,1
2727,1
25547,1
17190,1
19932,1
50997,0
6679,1
21691,1
17033,0
7036,1
37283,1
31013,1
6477,1
24596,1
22931,1
17677,1
47604,1
32574,1
3954,1
2224,1
7711,1
4613,1
41285,1
6464,1
9435,1
31330,1
2856,1
2285,1
1179,1
50757,1
9315,1
36837,1
11190,1
11491,1
11580,1
21497,1
25005,1
21517,1
28222,1
8767,1
38680,1
25161,1
34122,1
44664,1
25419,1
1021,1
19867,1
72004,1
63631,1
67740,1
27582,1
12381,1
12383,1
16684,1
35873,1
42443,1
6588,1
6615,1
6207,1
4475,0
4495,0
3807,1
17360,1
12836,1
185,1
1081,1
901,1
41388,1
16999,1
2094,1
53228,1
31948,0
42095,1
30250,1
13798,1
7028,1
20787,1
35039,1
1524,1
17576,1
23285,1
35243,0
5269,1
40082,1
28233,1
2399,1
38217,1
30915,1
2281,1
8982,1
10430,1
801,0
4418,1
15815,1
36023,1
28019,1
35003,1
16571,1
4312,1
11670,1
18960,1
3262,1
29866,1
5117,1
4842,1
8460,1
9465,1
6053,1
11593,1
36822,1
33888,1
6749,1
15964,1
12303,1
29718,1
13026,1
26379,1
13787,1
22557,1
1161,1
21712,1
25175,1
32347,1
5979,1
17116,1
51870,1
21520,1
34500,1
130,1
32782,0
8551,1
10740,1
24345,1
2662,1
31457,1
6955,1
40190,0
3968,1
36116,1
15113,1
32872,1
2514,1
49305,0
18373,1
3324,1
5937,1
3496,1
5699,1
36323,0
39522,1
35505,1
25201,1
5663,1
29249,1
71928,1
2733,1
2996,1
35677,1
19329,1
50169,0
52767,1
7812,1
12176,1
14014,1
23073,1
27985,1
28279,1
5893,1
19745,1
41711,1
11236,1
16417,1
40460,1
25563,1
2097,1
23774,1
15581,1
29235,1
3540,1
14823,1
2968,1
27284,1
14954,1
9814,1
8561,1
13721,1
3974,1
22675,1
549,1
32936,1
17091,1
7263,1
1507,1
3735,1
29490,1
46510,1
1332,1
18542,1
22097,1
18411,1
3444,1
3896,1
24404,1
16823,1
17075,0
759,1
4547,1
41245,1
9212,1
7350,1
27415,1
14555,1
27169,1
2062,1
3509,1
9696,1
6701,1
3877,1
72162,1
51748,1
38732,1
9590,1
14430,1
31192,1
9162,1
16764,1
51265,0
32940,1
10404,0
29205,1
8120,1
24948,1
23625,1
2684,1
11508,1
8614,1
1338,1
2553,1
16201,1
27724,1
12715,1
7458,1
20631,1
19532,1
6289,1
24183,1
27445,1
43729,1
15818,1
45989,1
1570,1
42168,1
9640,1
43305,1
12248,1
10106,1
21301,1
20895,1
6286,1
40862,1
29678,1
4907,1
60910,0
27537,1
23726,1
55978,1
1638,1
14662,1
2544,1
27587,1
29730,0
11746,1
20464,1
26956,1
3936,1
33402,1
9110,1
33764,1
19185,0
49656,1
24979,1
11818,1
24963,1
3820,1
11735,1
46776,1
47958,0
5520,1
40402,1
7054,1
1509,1
58682,1
3180,1
29549,1
20017,0
18412,1
48822,1
17719,1
42933,1
25561,1
21787,1
29513,0
4217,1
25773,1
4406,1
61092,1
51305,1
53278,1
14950,1
3727,1
62532,0
1580,1
8253,0
6168,1
1544,1
8962,1
4881,1
5054,1
9026,1
12497,0
17980,1
17601,1
12175,1
39007,1
17443,1
28530,1
10937,1
55408,1
8665,1
20459,1
6496,1
11461,1
31592,1
48817,0
6502,1
29710,1
28697,1
6623,1
4766,1
25560,1
49874,1
39341,1
9587,1
10258,1
21072,1
28203,1
37016,1
6355,1
12431,1
23598,1
31130,1
7839,1
5492,1
38888,0
2701,1
13027,1
2268,1
78,1
587,1
21927,1
13756,0
48165,1
3249,1
5636,1
49170,0
21732,1
2844,1
52630,1
48117,0
280,1
44638,1
12324,1
19336,1
5471,1
548,1
8610,1
6688,1
27023,1
39293,1
22223,1
6795,1
9908,1
15176,1
27947,1
15091,1
54521,1
3625,1
7917,1
17922,0
24668,1
4762,1
3343,1
84,0
33995,1
35681,1
14287,1
51066,1
7194,1
3876,1
31470,1
29976,1
15967,0
19594,1
40586,1
50316,1
633,1
1050,1
24773,1
5463,1
62128,0
12570,1
6750,1
70835,1
1728,1
27575,1
10457,1
2978,1
20956,1
1699,1
37261,1
55417,1
256,1
32049,1
13083,1
5841,1
7726,1
31209,1
7742,1
6627,1
11529,1
4537,1
14282,1
3723,1
26354,1
28263,0
6598,1
48186,1
189,1
33956,1
32090,1
7416,1
1847,1
26027,1
36338,1
14532,1
27671,1
47190,1
15018,1
651,1
31278,1
7469,1
39595,1
1859,1
23387,1
5100,1
37647,1
7249,1
32156,1
1409,1
33098,1
7,1
23873,1
25193,1
59070,0
42390,1
39294,1
32608,1
14057,1
14010,1
55836,1
35094,1
16688,1
22959,1
49393,1
4409,1
10827,1
38033,1
3410,1
25317,1
5354,1
50331,1
43129,1
3634,1
18957,1
16635,1
68332,0
11698,1
15742,1
2066,1
12720,1
23772,0
21616,1
16332,1
47,1
24627,1
35491,1
28336,1
42044,0
9439,1
17105,1
17562,1
71463,0
7074,1
38314,1
24448,1
24089,1
65055,0
293,1
31285,1
49895,1
39712,1
22765,1
32653,1
34946,1
29546,1
17102,1
8795,1
47259,1
34339,1
3054,1
57846,0
5561,1
37877,1
6377,1
21116,1
2910,0
11526,1
10140,1
11013,1
47797,1
22056,1
31581,1
7393,1
31886,1
618,1
27316,1
25367,1
1872,1
9917,1
323,1
12769,1
5961,1
39342,1
1083,1
39859,1
16558,1
9436,1
45552,1
13197,0
28715,1
17993,1
5020,1
24485,1
11495,1
29619,1
45876,1
20779,1
1819,1
19659,1
20803,1
38910,1
2671,1
18572,1
2790,1
654,1
23176,1
8488,1
14221,1
34183,1
27020,1
40319,1
13824,1
3379,1
15318,0
29253,1
3043,1
19568,1
28480,1
23707,1
22732,1
10229,1
22464,1
8446,1
35419,1
14069,1
12235,1
24777,1
11651,1
21522,1
8749,1
14529,1
972,0
29637,1
5199,1
20682,1
9524,1
1107,1
64122,1
8468,0
33128,0
20268,1
40761,1
8386,1
18712,1
44686,1
22579,1
28177,1
23100,0
1291,0
25985,1
13938,1
35234,0
25952,1
16849,1
9886,1
2040,1
32223,1
53893,1
6022,1
17711,1
8229,1
45984,1
47408,0
14581,1
10239,0
32005,1
8344,1
20111,1
65357,1
67171,1
59660,1
11049,0
12438,1
8153,0
20995,1
2761,1
18044,1
40806,1
1841,1
10498,1
6395,1
36301,1
25418,1
761,1
18996,1
7677,1
5132,1
14669,1
31177,1
4103,1
1023,1
203,1
18532,1
40179,1
40687,1
2538,1
23323,1
25032,1
14539,1
39384,1
14873,1
8292,1
36230,1
15797,1
16047,1
3632,1
14390,1
43486,0
4166,1
45722,1
6666,1
25635,1
1867,1
60943,0
10293,1
5385,1
7091,1
2428,1
14797,1
38283,1
8289,1
28798,1
1528,1
55416,1
49799,0
20806,1
18257,1
11581,1
66876,0
2280,1
37008,1
8485,1
23885,1
22651,1
15888,1
10041,1
28729,1
35529,1
17229,1
8745,1
60385,0
39399,1
24027,1
55516,0
48263,0
25364,0
38216,1
35153,0
8210,1
36889,1
49852,1
5894,1
50361,1
49505,1
2231,1
11852,1
38411,1
1166,1
33996,1
25726,1
22976,1
8408,1
28710,1
47230,0
55718,1
23288,1
36185,1
31108,1
2351,1
20476,1
40658,1
27548,1
7865,1
38928,1
7852,1
27093,1
24501,1
12494,1
30745,1
48237,0
11816,1
307,1
25464,1
36757,1
5053,1
30757,1
61508,1
28027,1
29232,1
5668,1
18732,1
20078,0
50510,1
21296,1
9537,1
29516,1
38433,1
41229,1
12980,1
1851,1
12,1
1276,1
22736,1
17124,1
29306,1
12128,1
23824,1
21807,1
21414,1
1449,1
24964,1
18211,1
13785,1
27656,1
16123,1
8345,1
44816,1
3558,1
869,1
1552,1
11408,1
23169,1
7481,1
19429,1
462,1
39141,1
11131,1
38520,1
18800,1
15186,1
15242,1
13237,1
20800,1
50661,1
1568,1
1662,1
16955,1
1487,1
22484,1
26511,1
26533,1
31720,1
8263,1
7151,1
29015,1
5501,1
27182,1
17733,1
6567,1
45000,1
19972,1
2164,1
18472,1
18601,1
730,1
50220,1
13062,1
3388,1
43365,1
6425,1
47595,1
49673,1
6981,1
5999,1
40297,1
12535,1
32668,1
9680,1
49818,1
45865,1
21321,1
31488,1
63281,1
37013,1
45507,1
21013,1
10410,1
10370,1
3117,1
16247,1
55984,1
27485,1
24325,1
1270,1
71841,1
16313,1
38742,1
35683,1
735,1
48911,1
39701,1
36061,1
41947,1
30727,1
12538,1
24028,1
24240,1
21285,1
34261,1
43220,1
35568,1
14679,1
26875,1
43329,1
20040,1
3976,1
26690,1
18599,1
718,1
17826,1
26229,1
35227,1
21780,1
63347,1
15547,1
20430,1
24254,1
1239,1
1095,1
35248,1
4659,1
2248,1
17598,1
22938,1
12471,1
1974,1
57784,1
34818,1
172,1
229,1
10092,1
18784,1
36883,1
17631,1
46870,0
1210,1
20265,1
9487,1
22217,0
49955,1
35730,1
1823,1
9540,1
30896,0
16699,1
30825,1
6990,1
3161,1
32506,1
8769,1
17900,1
25609,1
33549,1
6804,1
6279,1
7919,1
2244,1
9080,1
30556,1
42704,1
60339,0
1157,1
4229,1
23759,1
6246,1
6634,1
6638,1
17013,1
9656,1
20776,1
2641,1
5281,1
11440,1
25743,0
23391,1
48027,0
20228,1
40956,1
4650,1
56271,1
24797,1
627,1
11912,1
15105,1
2252,1
1387,1
21079,1
48305,1
4546,1
48642,1
19365,1
36907,1
56402,1
6421,1
39185,1
39320,1
3507,1
26702,1
4973,1
10703,1
25432,1
5413,1
8197,1
38328,1
20575,1
19415,1
25841,1
63432,0
5410,1
12433,1
16324,1
24678,1
42840,1
624,1
48883,0
49468,1
20978,1
36916,1
9999,1
19570,1
11673,1
19275,1
32685,1
58861,1
10280,1
6321,1
7395,1
3321,1
9480,1
30917,1
5002,1
25672,1
3198,1
51382,0
2930,1
4244,1
17158,1
1123,1
9237,1
5515,1
46293,1
44355,1
25138,1
1804,1
1682,1
22195,0
408,1
21790,1
51134,1
10524,1
9433,1
38330,1
11940,0
56678,1
14575,1
18776,1
9095,1
31973,1
30110,1
33384,1
12336,1
30960,1
15853,1
47348,1
7099,1
24479,1
15906,0
2541,1
31756,1
39108,1
28214,1
34770,1
33591,1
25157,1
3427,1
3534,1
37714,1
20728,1
5671,1
38480,1
22488,1
40018,1
35358,1
14348,1
28268,1
47475,0
54638,0
11067,1
5763,1
25744,1
31850,1
70489,0
18609,1
1461,1
6705,1
1368,1
8315,1
171,1
30916,1
6831,1
13863,1
40337,1
36414,1
29496,1
10267,1
15485,1
24244,1
17855,1
3630,1
16733,1
1098,1
18267,1
46393,1
8204,1
28563,1
27793,1
27792,1
31093,1
36651,1
22645,1
19760,1
13067,1
25052,1
27288,1
1143,1
5228,1
13674,1
13934,1
3674,1
5296,1
15015,1
20069,1
25057,1
58794,1
49811,0
17010,1
31527,1
25202,1
22949,1
54447,1
40643,1
32280,0
2283,1
12403,1
20258,1
44313,1
8559,1
2878,1
13238,1
516,1
5301,1
7022,1
20104,1
20455,1
18433,1
4939,1
3166,1
10148,1
7708,1
4280,1
49809,1
37698,1
32283,1
16497,1
21483,1
14623,1
1136,1
50132,1
2651,1
13174,1
17100,1
32645,1
6283,1
17804,1
13718,1
49320,1
16029,1
59633,1
9667,1
30884,1
12701,1
29849,1
56262,1
10794,1
57135,1
24937,1
36424,1
18357,1
42888,1
11961,1
4176,1
38351,1
2387,1
45811,1
7825,1
15280,1
29118,1
9500,1
1199,1
15850,1
23343,1
34827,1
26424,1
29423,1
1703,1
24364,1
27061,1
5394,1
945,1
9796,1
4655,1
52944,1
11454,1
17806,1
9801,1
20016,1
16621,1
40521,1
61633,1
33705,1
18206,1
33485,1
40856,1
5055,1
50102,1
7943,1
5631,1
25907,1
18068,1
1914,1
7135,1
12507,1
25014,1
10044,1
10466,1
59269,0
16505,1
45962,1
34799,1
23676,1
2125,1
18640,1
12064,1
42929,1
12714,1
17672,1
51595,1
46683,1
55461,1
64267,1
16490,1
26669,1
2717,1
41055,1
2699,1
6255,1
12728,1
3360,1
3843,1
65793,0
1174,1
37190,0
63227,1
8565,1
25277,1
55775,1
6691,1
4654,1
10584,1
36938,1
12878,1
58055,1
37751,1
8141,1
8710,1
19615,1
1530,1
2972,1
10753,1
19769,1
17914,1
16808,1
27829,1
28612,1
12803,1
4059,1
11686,1
49069,0
14497,1
30018,1
39346,1
40316,1
34650,1
3263,1
19624,1
36688,1
8476,0
12556,1
14115,1
5759,0
12607,1
5214,1
1709,1
7352,1
4803,0
6543,1
54230,1
36232,1
49293,0
24170,1
34436,0
4216,1
25002,1
63889,1
46826,0
521,1
5623,1
38691,1
248,1
37907,1
53435,1
30667,1
15310,1
25124,1
21685,1
46962,1
5537,1
4310,1
26122,1
4822,1
371,1
3654,1
62483,1
31952,1
14653,1
34873,1
15060,1
11274,1
6601,1
29369,1
11177,1
3271,1
6098,1
23776,1
12805,1
26307,1
62634,1
16643,1
10196,1
48236,1
11855,1
46150,1
28059,1
977,1
578,1
71390,1
32497,1
57465,1
1138,1
40287,1
12641,1
39428,1
14574,1
3428,1
26399,1
11485,1
24958,1
24342,0
4326,1
35572,1
32801,1
614,1
39003,0
53170,1
12027,1
13384,1
37338,0
38280,1
10972,1
15005,1
55921,1
4788,1
36861,0
23146,1
27604,1
3513,1
15552,1
13790,1
9655,1
2999,1
45213,1
38503,1
12986,1
2696,1
57391,1
9050,1
6294,1
11840,1
51089,0
21843,1
11468,1
36630,1
21019,1
14151,1
15559,1
51456,0
8070,1
3414,1
19130,1
14418,1
50775,1
35383,1
47092,1
31651,1
5273,1
14992,1
998,1
39257,0
34276,1
3834,1
13929,1
12657,1
32221,0
4222,1
39414,0
31365,1
10205,1
62781,1
776,1
28151,1
7090,1
30381,0
56983,0
50635,1
7169,1
13154,1
7392,1
30506,1
836,1
21182,1
26824,1
18986,1
28910,1
9206,1
29273,1
9822,0
4566,1
9888,1
7973,1
4561,1
51274,0
11130,1
15823,1
66201,1
35682,1
9248,1
38729,1
55298,1
40263,0
30216,1
56799,1
39837,0
14487,1
9267,1
19159,1
2357,1
12683,1
32386,1
34057,1
26618,1
46830,0
27397,1
9777,1
54176,1
47981,1
39657,1
2842,1
35613,1
9508,1
23370,1
6546,1
25240,1
13167,1
5480,1
59516,0
34887,1
16734,1
30826,1
19737,1
23567,1
37974,1
20931,1
29428,1
602,1
34904,1
2792,1
30573,1
13147,1
38800,1
11439,1
57433,1
13024,1
1765,1
21450,1
24932,1
16697,1
29470,1
29613,1
22633,1
12327,1
25397,1
37810,1
5092,1
32943,1
26782,1
2793,1
33210,1
19423,1
54457,0
4818,1
28441,1
24301,1
3821,1
10562,1
18864,1
11634,1
3850,1
14156,1
35069,1
33938,1
35855,1
18990,1
30865,1
2626,1
50724,0
10296,1
24026,1
23406,1
28428,1
45668,1
6607,1
31702,1
