,is_tv_subscriber,is_movie_package_subscriber,subscription_age,bill_avg,reamining_contract,service_failure_count,download_avg,upload_avg,download_over_limit
4761,1,1,2.55,0,,0,0.0,0.0,7
3953,0,0,2.15,14,,11,0.0,0.0,0
9494,1,0,3.04,0,,0,6.0,0.4,4
42172,1,0,1.98,25,,0,106.2,21.7,0
2068,1,0,3.5,0,,0,0.0,0.0,3
25790,1,0,1.3,19,,0,14.6,0.9,0
22740,0,0,0.52,17,,0,0.0,0.0,0
57823,1,0,2.02,20,,0,163.2,12.0,0
7901,1,1,2.14,23,,0,0.0,0.0,0
21661,1,0,2.92,27,,0,3.5,0.5,0
19642,0,0,2.67,29,,0,18.2,1.5,2
1324,1,0,9.04,22,,0,77.6,7.2,0
3607,1,0,2.92,0,,0,0.0,0.0,6
4452,0,0,1.57,0,,0,0.0,0.0,3
23483,0,0,0.66,18,,0,0.0,0.0,0
9630,0,0,4.45,10,,0,8.8,0.4,6
15014,0,0,0.67,22,,0,0.0,0.0,0
15010,1,0,2.35,23,,0,54.7,5.9,0
31379,0,0,0.72,21,,0,17.1,1.4,0
37610,0,0,1.98,30,,0,81.8,4.8,0
8656,0,0,2.08,20,,1,0.0,0.0,0
16030,0,0,4.02,24,,0,3.1,0.4,0
10587,1,0,3.73,15,,0,6.2,0.9,7
2778,1,0,3.79,13,,0,3.0,0.2,0
5469,1,0,2.49,13,,0,0.0,0.0,0
9424,1,0,4.43,10,,0,1.9,0.4,5
53433,1,0,2.46,25,,0,31.4,1.9,0
40916,0,0,3.02,25,,0,86.7,4.9,0
44161,1,1,2.85,16,,0,82.4,4.5,0
43487,1,0,2.39,18,,0,3.3,0.1,0
46553,1,0,1.98,13,,1,23.3,1.4,0
6719,0,0,2.32,0,,0,0.0,0.0,0
16258,0,0,2.44,21,,0,17.6,1.4,0
47913,0,0,2.14,24,,0,73.4,4.1,0
12121,0,0,2.22,18,,0,2.6,0.1,3
21363,1,0,1.99,22,,0,0.0,0.0,0
5597,0,0,2.13,14,,0,0.0,0.0,0
25629,1,1,1.36,19,,0,0.0,0.0,0
10424,1,0,2.79,0,,0,0.8,0.3,2
37983,1,0,0.11,15,,0,0.0,0.0,0
13334,0,0,2.54,0,,0,1.8,0.2,5
24433,1,0,2.35,31,,0,28.5,1.6,0
6651,1,0,3.53,0,,0,3.8,0.5,6
2160,0,0,8.44,24,,0,11.1,0.8,0
36763,1,0,2.39,27,,0,65.5,2.4,0
22300,1,0,2.75,24,,0,5.4,0.9,0
1009,1,0,6.44,20,,0,8.8,0.9,0
3609,1,0,8.18,25,,0,1.6,0.1,0
873,0,0,6.31,20,,0,9.9,0.9,0
14207,1,1,2.95,0,,1,11.7,1.7,7
20863,0,0,0.83,22,,1,0.0,0.0,0
16906,1,0,2.45,24,,0,36.5,3.6,0
21705,0,0,1.98,20,,0,4.6,0.8,0
20719,1,0,2.16,14,,3,23.7,2.5,0
20857,1,0,2.03,23,,0,13.2,1.4,0
61920,0,0,0.65,163,,0,136.3,11.0,0
22113,0,0,2.9,23,,0,18.4,1.5,0
8084,1,1,2.89,23,,0,6.4,0.4,0
32807,1,0,0.42,19,,0,64.0,11.1,0
48604,1,1,2.25,10,,1,40.6,3.8,0
11027,1,0,2.51,21,,0,16.0,1.2,0
19448,1,1,6.18,25,,0,56.9,4.3,0
7892,0,0,3.08,22,,0,5.4,0.4,0
32075,0,0,1.07,24,,0,6.7,0.6,0
25641,1,0,2.32,20,,0,23.0,2.0,0
15426,1,0,2.61,21,,1,1.6,0.2,0
458,1,0,6.08,13,,1,0.0,0.0,0
21614,0,0,0.82,20,,0,0.0,0.0,0
15232,1,1,1.98,18,,0,2.2,0.1,0
32632,1,0,0.44,18,,1,3.4,0.3,0
24995,1,0,1.11,0,,0,0.0,0.0,0
7080,0,0,4.62,20,,0,15.8,1.0,0
23535,1,0,2.04,19,,0,16.9,1.2,0
48043,1,0,2.08,14,,0,59.1,3.9,0
62865,1,0,0.02,0,,0,0.0,0.0,0
12170,0,0,3.44,21,,0,15.2,1.9,0
36299,1,0,1.51,30,,0,17.0,1.9,0
29806,1,0,4.85,22,,0,10.2,1.5,0
16464,1,0,4.66,24,,0,6.5,0.2,0
170,0,0,5.47,0,,0,0.0,0.0,0
45490,1,0,2.04,16,,0,0.0,0.0,0
48669,1,1,1.99,20,,0,118.6,8.6,0
8494,1,0,1.26,18,,0,0.0,0.0,3
16599,1,1,0.43,0,,1,0.0,0.0,2
38162,1,0,0.19,65,,1,232.4,20.6,0
20968,1,1,1.89,18,,0,1.1,0.1,0
49976,1,0,2.11,23,,0,47.0,4.9,0
5956,0,0,3.15,17,,0,0.0,0.0,0
13159,1,1,3.82,30,,0,23.1,0.9,0
6550,0,0,7.64,24,,0,23.0,2.8,0
49762,1,0,2.01,22,,0,63.5,7.1,0
39375,1,0,1.14,21,,1,65.4,7.6,0
28286,0,0,0.39,13,,0,9.3,0.5,0
42733,1,0,2.42,19,,0,7.0,2.1,0
33926,0,0,2.45,32,,0,26.0,2.8,0
2987,0,0,6.92,24,,0,19.0,1.7,0
4011,1,1,2.11,0,,0,0.0,0.0,0
16470,1,0,2.0,21,,0,29.6,3.6,0
25566,0,0,0.98,23,,0,8.5,0.5,0
27213,1,1,1.98,71,,0,186.3,47.3,0
15349,0,0,2.38,22,,0,3.5,0.1,0
18444,1,1,1.83,0,,3,3.1,0.7,4
44350,0,0,1.13,23,,0,52.1,5.1,0
14533,0,0,2.29,22,,0,8.0,2.0,0
13920,0,0,0.8,22,,1,0.0,0.0,0
9453,0,0,2.86,21,,0,41.1,2.0,0
9895,1,1,7.46,22,,0,19.8,2.9,0
15038,1,0,1.98,50,,0,20.3,1.0,0
1834,0,0,2.44,13,,2,0.0,0.0,0
36648,1,1,4.62,48,,0,0.0,0.0,0
23053,1,1,3.69,24,,0,51.9,3.8,0
12135,0,0,2.99,23,,0,4.4,0.4,0
45821,1,0,1.63,19,,1,11.3,1.0,0
4710,1,1,1.47,18,,0,0.0,0.0,0
36578,1,0,2.98,25,,0,62.6,11.3,0
21061,0,0,0.53,21,,0,0.0,0.0,0
7929,0,0,2.89,0,,0,0.7,0.0,1
44425,1,0,2.59,24,,0,17.5,1.1,0
34641,1,0,2.0,22,,0,32.7,1.2,0
35824,1,0,0.8,36,,0,12.4,4.2,0
38250,1,1,1.12,14,,0,8.2,3.5,0
2377,1,0,3.63,24,,0,2.8,0.3,0
652,1,1,5.72,14,,0,0.0,0.0,0
72131,1,0,0.39,17,,1,45.1,4.8,0
15882,1,0,2.61,23,,0,3.5,0.2,0
71,0,0,5.62,0,,0,0.0,0.0,0
25898,0,0,5.45,24,,0,7.9,0.6,0
28234,0,0,0.2,19,,0,0.0,0.0,0
47956,1,0,2.35,18,,0,214.1,22.7,0
28641,0,0,2.95,23,,0,58.9,3.2,0
22526,0,0,3.93,8,,0,0.3,0.0,0
4371,1,1,2.01,0,,0,0.0,0.0,4
25190,1,0,5.62,24,,0,12.5,0.7,0
12591,0,0,2.16,0,,0,2.4,0.1,6
11763,1,1,5.21,34,,0,67.0,8.7,0
4113,0,0,3.58,22,,0,1.0,0.2,0
55043,1,0,0.88,0,,0,0.2,0.0,0
2601,1,0,2.0,0,,0,0.0,0.0,0
20686,1,0,6.1,24,,0,46.1,3.1,0
31412,1,0,2.28,22,,0,5.1,0.3,0
2430,1,1,8.85,0,,0,0.0,0.0,0
22245,1,0,2.1,23,,2,2.3,0.2,0
49282,1,1,2.62,46,,0,3.6,0.1,0
25942,0,0,1.09,13,,0,3.8,0.2,0
12649,0,0,2.35,19,,0,12.6,1.2,0
4375,1,1,3.61,13,,2,3.6,0.5,0
1245,0,0,2.49,22,,0,0.0,0.0,0
5407,1,0,2.0,22,,0,0.0,0.0,0
33002,0,0,2.84,26,,0,32.4,1.1,0
4133,1,1,2.01,0,,0,0.0,0.0,6
25016,0,0,0.33,0,,0,0.0,0.0,0
5582,0,0,3.01,21,,0,8.4,1.1,0
17299,0,0,2.37,22,,0,13.5,0.9,0
15316,0,0,6.54,24,,0,14.3,0.9,0
4099,0,0,5.02,16,,0,16.5,1.6,0
314,1,0,8.1,75,,0,39.4,1.7,0
7570,0,0,2.04,21,,1,0.0,0.0,0
50181,1,1,1.98,10,,0,6.1,0.4,0
13539,0,0,2.18,17,,0,0.0,0.0,0
51110,1,1,1.98,20,,0,92.6,14.1,0
23325,1,0,2.08,23,,0,2.9,0.3,0
24098,1,0,3.42,8,,0,14.6,2.5,6
26622,0,0,0.77,18,,0,2.7,0.4,0
4728,0,0,1.75,0,,1,0.0,0.0,1
247,1,0,6.18,14,,0,0.0,0.0,0
4493,0,0,2.02,0,,0,0.0,0.0,2
39326,1,0,2.99,22,,0,53.6,3.0,0
8080,1,1,3.97,24,,0,2.8,0.2,0
3294,1,1,2.05,0,,0,0.0,0.0,7
11569,0,0,6.48,24,,0,15.5,3.5,6
22733,1,0,2.01,22,,0,3.7,0.4,0
62217,1,1,0.72,27,,0,15.8,2.9,0
24736,0,0,2.26,0,,0,5.9,0.5,7
27887,0,0,0.8,21,,0,20.4,1.0,0
40818,0,0,1.12,29,,0,37.9,2.2,0
6635,1,1,1.98,0,,0,0.0,0.0,0
18308,0,0,6.28,33,,0,11.8,1.7,0
2023,0,0,4.3,14,,0,4.5,0.7,0
27648,1,0,1.5,21,,0,7.6,2.6,0
1413,1,1,3.75,23,,2,0.0,0.0,0
37451,0,0,0.85,8,,0,0.0,0.0,0
19665,1,0,0.93,0,,0,0.0,0.0,4
57848,1,0,1.15,21,,0,56.7,4.4,0
32878,1,1,1.88,24,,1,82.7,10.8,0
48982,1,0,2.53,17,,1,75.8,4.2,0
32544,1,1,3.35,41,,0,37.0,3.5,0
16486,0,0,2.3,24,,0,11.4,1.6,0
19014,0,0,1.33,22,,1,0.0,0.0,0
14047,1,1,2.36,0,,0,10.4,3.2,7
7549,1,1,3.21,0,,0,7.9,1.0,7
27185,1,0,1.22,20,,0,10.4,1.5,0
20461,1,0,6.11,33,,0,3.8,0.3,0
39695,1,1,0.1,14,,1,4.2,0.2,0
47201,0,0,2.73,32,,0,161.6,16.0,0
4740,1,1,5.34,25,,0,13.8,8.3,0
32424,0,0,2.19,22,,0,15.4,1.2,0
17890,1,0,6.11,23,,0,15.4,1.1,0
8965,0,0,3.15,20,,1,7.8,0.8,0
65344,1,1,1.0,0,,0,0.0,0.0,0
18196,1,0,2.02,0,,0,0.0,0.0,0
1999,0,0,2.73,12,,0,0.0,0.0,0
570,0,0,4.36,0,,0,0.0,0.0,7
2627,0,0,2.33,20,,0,0.0,0.0,0
14645,1,1,1.33,21,,0,0.0,0.0,0
37462,1,1,1.02,23,,0,5.0,0.1,0
41633,1,0,2.4,21,,0,28.8,0.9,0
56414,1,0,2.24,0,,0,0.0,0.0,0
12003,1,0,2.32,23,,2,17.8,2.4,0
14866,0,0,3.11,18,,0,0.0,0.0,0
22584,1,0,2.58,24,,1,15.3,1.7,0
49397,1,0,2.16,8,,0,50.3,4.0,0
20708,1,1,2.04,23,,2,4.6,0.4,0
9042,0,0,2.14,22,,0,0.0,0.0,0
12984,1,0,2.77,23,,0,6.0,1.0,0
36475,1,0,2.32,32,,0,6.7,0.6,0
10744,0,0,2.65,17,,0,25.4,1.6,0
6400,1,0,3.08,22,,0,34.6,5.6,0
10589,0,0,2.75,19,,0,15.0,1.6,0
49668,1,1,2.13,24,,0,50.0,4.6,0
8927,1,0,4.29,21,,0,2.9,0.2,0
32070,1,0,3.08,16,,0,4.3,0.2,0
24838,1,0,2.61,20,,0,4.2,1.3,0
9835,1,0,3.93,24,,0,23.0,1.9,0
5708,1,0,3.47,23,,0,25.3,1.8,0
66705,1,1,0.44,22,,1,39.2,2.6,0
52053,1,0,1.98,14,,0,111.2,3.9,0
33012,1,0,2.02,29,,0,13.6,0.9,0
8617,1,1,2.08,22,,0,0.0,0.0,0
3725,0,0,5.72,18,,0,0.0,0.0,0
41890,1,0,2.96,22,,2,14.2,0.8,0
36440,0,0,1.7,32,,0,30.4,1.4,0
6710,1,0,2.69,21,,0,0.0,0.0,0
15201,1,0,2.52,0,,0,0.2,0.1,0
7103,0,0,0.67,22,,2,0.0,0.0,0
14415,0,0,2.79,0,,0,5.0,0.8,7
16853,1,0,2.27,0,,0,5.6,0.8,7
45384,1,0,2.7,24,,0,8.6,0.6,0
48398,0,0,2.28,20,,0,90.4,10.3,0
5286,1,1,2.52,0,,5,0.0,0.0,5
42474,0,0,0.99,26,,0,36.4,3.6,0
3749,0,0,1.8,12,,0,0.0,0.0,0
12452,0,0,2.04,22,,0,2.1,0.6,0
11322,0,0,1.6,22,,0,0.0,0.0,0
56126,0,0,1.42,33,,0,161.8,7.4,0
10646,0,0,2.91,0,,0,1.3,0.1,4
6476,0,0,1.22,13,,0,0.0,0.0,0
32701,1,1,2.95,33,,0,16.3,0.5,0
15388,1,0,2.25,14,,0,4.2,0.5,0
38319,0,0,3.41,163,,1,236.8,43.0,0
38337,0,0,1.02,15,,0,31.2,1.4,0
50926,0,0,2.02,51,,0,139.9,27.3,0
27579,1,0,2.04,24,,0,31.9,1.7,0
38237,1,0,1.14,29,,0,11.7,0.3,0
23412,0,0,1.46,13,,0,8.0,0.9,0
2949,1,0,2.07,56,,0,0.0,0.0,0
3801,0,0,3.7,21,,1,14.8,1.2,0
30103,1,0,2.43,15,,0,16.7,2.1,0
24113,1,0,5.78,32,,0,24.4,1.5,0
16940,1,1,2.28,20,,0,0.0,0.0,0
14211,1,0,2.5,74,,0,35.3,1.1,0
42410,0,0,0.61,25,,0,21.9,9.2,0
16573,1,1,6.3,22,,0,27.5,2.0,0
36824,1,1,1.5,24,,0,28.1,1.5,0
21746,0,0,2.8,10,,0,1.6,0.2,4
3699,0,0,2.75,13,,0,0.0,0.0,0
4535,0,0,4.29,19,,0,10.7,1.0,0
7948,0,0,3.61,21,,0,16.9,0.6,0
21204,1,0,2.52,0,,1,14.6,1.3,0
33429,1,0,0.54,32,,1,30.7,2.1,0
25836,1,0,2.15,13,,0,0.0,0.0,0
39555,1,0,2.96,22,,0,67.9,6.5,0
22062,0,0,0.79,0,,2,0.0,0.0,0
25105,1,0,2.12,42,,1,67.4,8.3,0
1515,1,0,2.74,0,,0,0.0,0.0,0
29854,1,0,4.84,25,,2,8.4,0.5,0
15066,1,1,1.64,25,,0,0.0,0.0,0
741,0,0,5.08,13,,0,0.0,0.0,0
37845,1,0,2.14,26,,0,45.1,5.4,0
21,1,0,11.93,24,,0,9.3,0.7,0
2711,1,0,4.32,0,,0,1.2,0.1,2
40618,0,0,1.02,15,,0,1.0,0.5,1
29706,1,1,1.49,23,,0,34.9,2.6,0
19573,1,0,2.31,35,,1,42.3,6.9,0
13646,0,0,3.2,20,,0,7.0,0.4,0
10582,0,0,3.82,20,,0,3.3,0.2,0
5419,1,0,4.42,22,,0,8.3,0.9,0
34256,1,0,2.49,22,,0,0.0,0.0,0
5338,1,0,3.19,18,,0,0.0,0.0,0
24515,1,0,3.85,32,,0,76.5,6.0,0
14389,0,0,0.7,49,,1,0.0,0.0,0
13185,1,1,1.38,24,,0,0.0,0.0,0
27690,0,0,1.08,22,,0,7.1,0.5,0
1011,0,0,7.65,10,,0,2.9,0.4,7
4195,0,0,1.75,0,,0,0.0,0.0,0
30955,1,0,2.44,24,,0,10.2,1.1,0
10439,0,0,2.62,0,,0,3.8,0.3,7
41830,1,0,3.2,25,,0,5.3,0.8,0
1460,1,0,5.08,0,,0,0.0,0.0,0
37897,0,0,0.05,6,,0,18.1,1.0,0
60905,1,0,0.59,22,,2,31.2,2.4,0
47942,1,0,1.99,14,,0,34.0,2.5,0
3797,0,0,6.69,15,,1,7.3,1.5,0
5146,1,1,2.1,0,,0,0.0,0.0,2
19631,1,0,2.05,24,,1,19.3,2.0,0
18970,1,0,3.5,17,,0,12.6,1.1,0
25585,1,0,1.57,22,,0,3.3,0.2,0
4231,1,0,7.4,12,,0,0.0,0.0,0
18945,1,0,2.18,23,,0,8.4,0.6,0
71395,0,0,0.04,7,,1,5.5,0.2,0
8584,0,0,2.66,23,,0,12.7,0.9,0
5797,1,1,3.61,0,,0,3.2,0.2,6
21158,0,0,3.68,24,,1,27.5,1.1,0
4630,0,0,1.67,0,,0,0.0,0.0,0
12032,1,1,4.42,26,,0,6.2,0.3,0
34929,0,0,1.1,22,,0,61.2,5.2,0
39495,0,0,3.27,30,,1,14.3,1.4,0
47687,1,0,2.85,35,,1,22.7,1.3,0
64,0,0,5.28,13,,0,0.0,0.0,0
2420,0,0,2.02,0,,4,0.0,0.0,4
2964,0,0,2.01,0,,0,0.0,0.0,5
6515,1,1,7.42,23,,1,7.4,0.7,0
21759,1,0,1.99,21,,4,16.7,1.9,0
6786,1,1,2.51,13,,0,0.0,0.0,0
31225,0,0,3.35,27,,0,19.7,4.1,0
25206,1,0,4.07,24,,0,0.9,0.0,0
18925,1,0,1.99,22,,0,6.3,0.5,0
167,0,0,5.69,13,,0,0.0,0.0,0
21242,1,1,0.75,22,,0,0.0,0.0,0
47905,1,0,1.31,13,,0,17.7,0.9,0
26479,1,1,5.35,31,,0,3.1,0.6,0
47995,1,0,1.98,55,,2,261.2,51.0,0
6989,1,1,8.05,0,,0,0.0,0.0,0
3962,1,1,4.2,16,,0,0.8,0.1,0
30801,1,0,2.02,24,,0,8.3,0.7,0
15101,0,0,2.02,0,,0,0.0,0.0,0
3203,0,0,3.24,0,,0,0.0,0.0,6
24605,0,0,0.65,19,,0,0.0,0.0,0
47901,1,0,2.36,18,,0,228.3,53.6,0
10250,0,0,2.01,0,,0,0.0,0.0,0
8697,0,0,1.98,23,,0,0.0,0.0,0
58709,1,0,0.72,40,,1,134.3,11.4,0
37812,0,0,3.56,31,,0,48.1,2.8,0
4227,1,1,2.01,0,,0,0.0,0.0,5
22224,1,0,4.9,19,,0,11.0,0.3,0
18765,1,0,2.35,22,,0,15.4,1.4,0
18273,0,0,1.65,23,,0,6.0,0.9,0
8912,1,0,2.06,0,,0,0.0,0.0,7
4274,1,1,4.01,0,,1,1.2,0.1,3
38042,0,0,1.33,26,,2,44.7,9.5,0
10505,1,1,2.67,22,,1,10.0,1.9,0
36761,0,0,1.02,19,,0,0.9,0.0,0
26422,1,1,2.07,34,,0,115.4,17.0,0
3671,0,0,3.23,10,,0,0.0,0.0,0
22909,0,0,5.25,12,,0,1.9,0.1,5
5010,1,1,2.4,0,,0,0.0,0.0,5
3093,1,0,3.17,24,,2,0.0,0.0,0
14930,0,0,1.99,0,,0,0.9,0.9,3
18049,1,0,3.88,27,,0,72.2,5.2,0
10116,1,1,2.83,20,,0,16.2,1.7,0
9097,0,0,1.78,36,,0,0.0,0.0,0
2333,0,0,1.84,0,,0,0.0,0.0,0
6433,1,0,3.48,14,,0,13.9,0.8,1
45157,1,0,2.73,73,,2,115.8,17.2,0
38700,1,0,3.04,33,,0,58.3,3.0,0
21154,0,0,1.12,24,,0,0.0,0.0,0
51399,1,0,2.1,14,,0,11.2,0.8,0
35166,1,0,3.97,35,,0,41.4,5.1,0
14241,1,1,2.38,20,,0,11.2,0.7,0
47301,0,0,2.42,24,,0,56.0,7.5,0
11313,1,0,5.32,24,,0,9.3,0.4,0
21007,1,1,2.81,9,,0,0.0,0.0,0
29060,1,0,4.76,23,,0,11.6,1.0,0
2171,0,0,5.54,20,,0,20.8,1.5,0
24802,1,1,5.71,32,,0,12.5,0.6,0
27170,0,0,5.24,33,,0,44.4,2.2,0
5044,1,1,3.99,0,,0,2.1,0.2,0
8850,0,0,1.0,0,,0,0.0,0.0,2
18892,1,0,2.48,22,,0,3.0,0.2,0
48558,1,0,1.72,6,,0,0.0,0.0,0
45368,1,0,2.7,24,,0,35.3,3.5,0
11010,1,0,2.24,0,,0,5.0,1.1,5
3479,0,0,1.9,0,,0,0.0,0.0,0
6859,1,0,0.86,0,,0,0.0,0.0,0
57678,1,0,1.02,27,,0,109.1,5.2,0
26058,0,0,4.29,41,,1,43.5,29.0,0
7473,1,1,1.54,21,,0,0.0,0.0,0
58222,1,0,1.03,19,,0,7.9,1.5,0
30785,1,0,4.68,24,,1,39.0,4.0,0
5133,1,1,1.89,27,,0,0.0,0.0,0
24384,1,0,2.98,16,,0,30.0,2.3,0
27215,1,0,1.05,24,,0,0.5,0.0,0
5198,0,0,2.31,0,,0,0.0,0.0,4
19221,1,1,4.95,24,,0,38.0,6.1,0
2615,0,0,2.19,0,,0,0.0,0.0,0
51414,1,0,0.01,0,,0,0.0,0.0,0
24866,1,0,2.01,0,,0,14.2,1.9,2
44563,1,0,3.35,20,,0,74.8,13.7,0
7459,1,0,4.69,42,,0,73.1,6.8,0
51394,1,0,1.98,14,,0,79.9,3.9,0
3226,1,1,1.63,21,,0,0.0,0.0,0
7886,1,0,3.23,22,,0,22.3,1.5,0
33636,1,1,4.15,18,,0,22.9,2.2,0
23508,1,0,5.85,28,,0,8.8,0.9,0
1302,0,0,3.37,0,,0,0.0,0.0,3
25920,1,0,0.9,23,,0,12.2,0.7,0
9709,1,0,2.28,23,,0,2.2,0.2,0
19900,1,0,1.98,0,,0,6.9,1.2,0
37595,1,0,3.5,30,,0,77.1,9.0,0
6569,0,0,1.32,0,,0,0.0,0.0,0
3700,1,0,4.78,0,,0,1.3,0.2,4
12593,1,1,2.26,18,,0,0.0,0.0,0
28455,0,0,1.58,0,,0,5.9,0.4,3
30156,0,0,0.39,19,,0,6.3,1.9,0
37772,1,1,0.8,7,,0,2.5,0.2,0
36363,0,0,1.22,48,,0,76.5,4.2,0
47892,1,0,2.36,30,,0,123.5,3.9,0
31394,1,0,5.01,31,,0,21.0,1.2,0
6434,0,0,7.98,22,,0,69.1,3.8,0
20488,0,0,0.7,22,,1,0.0,0.0,0
17975,1,0,3.04,21,,0,11.8,1.2,0
5677,1,0,2.35,22,,0,0.0,0.0,2
54845,0,0,0.29,16,,1,41.1,1.9,0
19376,1,0,2.3,23,,0,30.9,2.4,0
12102,0,0,2.78,19,,0,4.1,0.2,0
20349,1,0,2.16,23,,0,7.5,0.3,0
13676,1,0,2.14,21,,0,2.1,0.6,0
44507,0,0,2.81,24,,0,44.2,2.3,0
72070,1,0,0.27,13,,0,37.8,3.4,0
3614,0,0,2.7,14,,0,0.0,0.0,0
122,1,0,6.83,12,,0,0.0,0.0,0
10212,1,1,3.37,0,,0,7.2,0.9,7
15614,1,0,2.62,22,,0,14.7,0.6,0
17413,1,0,2.31,54,,0,42.1,3.0,0
61931,0,0,0.33,27,,0,37.7,0.6,0
19447,0,0,2.45,38,,0,79.8,7.7,0
6032,1,1,3.67,0,,1,9.9,0.8,7
18603,0,0,3.11,18,,2,33.6,2.5,0
6514,1,0,2.37,21,,3,0.0,0.0,0
22867,1,0,4.27,24,,1,9.8,0.6,0
10621,1,1,2.39,0,,0,3.5,0.2,7
689,0,0,3.75,13,,2,0.0,0.0,0
48776,0,0,2.12,11,,1,155.5,9.3,0
62303,1,1,0.87,33,,0,159.7,8.1,0
26188,1,0,0.54,20,,0,0.3,0.0,0
26584,1,0,2.54,26,,0,0.0,0.0,0
38124,0,0,0.7,137,,1,37.9,3.8,0
31725,1,0,2.28,16,,0,0.0,0.0,0
28764,0,0,2.15,13,,0,1.1,0.1,4
25533,0,0,1.56,17,,0,24.8,2.3,0
14135,1,0,2.2,19,,0,0.0,0.0,0
2144,0,0,2.35,22,,1,0.0,0.0,0
37894,1,0,3.55,33,,0,15.2,2.3,0
124,0,0,5.62,0,,0,0.0,0.0,0
21473,1,1,2.01,34,,0,20.5,1.6,0
4516,1,1,1.85,13,,0,0.0,0.0,0
30607,1,0,4.71,24,,0,1.8,0.1,0
12391,1,1,2.54,23,,0,9.5,0.4,0
36123,0,0,1.35,18,,6,10.9,0.9,0
24583,1,0,2.68,13,,2,11.1,1.8,0
25733,0,0,0.51,50,,0,0.0,0.0,0
38918,1,1,1.27,32,,0,16.4,2.2,3
13719,0,0,1.98,21,,0,0.0,0.0,0
19120,1,0,2.12,32,,0,11.1,1.1,0
2355,1,1,2.7,23,,0,0.0,0.0,0
4334,1,1,2.05,0,,0,0.0,0.0,0
24484,0,0,2.15,36,,0,32.9,2.0,0
2438,0,0,2.19,0,,0,0.0,0.0,0
26288,1,1,6.21,34,,0,6.0,0.5,0
46639,1,1,2.24,16,,0,84.3,6.8,0
4909,1,0,2.39,0,,0,0.0,0.0,5
18867,1,0,2.89,24,,0,18.7,3.2,0
31387,1,1,1.81,24,,0,11.1,0.6,0
537,1,1,5.7,0,,0,0.0,0.0,7
27468,1,0,2.54,20,,0,4.8,0.5,0
34794,0,0,0.0,1,,0,0.0,0.0,0
67037,1,0,0.37,20,,0,22.0,0.9,0
13016,1,0,3.06,17,,1,8.3,0.9,0
27726,1,0,2.67,24,,0,11.3,1.1,0
17112,1,1,2.33,64,,0,0.0,0.0,0
21690,1,1,6.54,0,,0,0.0,0.0,0
6908,1,0,4.1,20,,0,6.3,1.4,0
24768,1,1,2.81,21,,0,10.4,1.1,0
46341,0,0,0.42,15,,0,26.4,2.4,0
222,1,0,7.77,0,,0,0.0,0.0,0
3816,1,0,4.27,24,,0,12.9,0.8,0
6998,0,0,0.76,21,,0,0.0,0.0,0
27976,1,0,2.35,17,,0,23.7,2.1,0
17544,0,0,1.98,23,,0,0.0,0.0,0
5538,1,1,2.14,22,,0,0.0,0.0,0
25929,0,0,3.47,24,,0,26.8,1.2,0
28166,0,0,2.0,24,,1,34.4,2.1,0
32094,0,0,2.65,40,,6,48.5,2.2,0
21584,1,1,6.03,24,,1,10.4,2.0,0
6356,1,1,1.98,0,,0,0.0,0.0,0
18824,1,0,3.02,24,,0,6.2,0.6,0
47390,1,0,2.41,28,,0,57.8,7.1,0
51064,1,0,1.98,14,,0,17.9,1.0,0
23454,1,0,2.56,18,,0,5.1,0.3,0
23688,0,0,5.83,24,,0,17.8,0.9,0
11021,0,0,2.16,16,,0,0.0,0.0,0
37722,0,0,0.1,14,,0,1.5,0.2,0
16182,1,0,5.07,24,,0,19.4,2.5,0
33167,1,0,1.98,30,,1,33.2,0.8,0
25004,1,1,1.64,23,,0,5.9,0.7,0
6950,0,0,2.04,13,,0,0.0,0.0,0
69536,0,0,0.16,24,,1,43.9,4.2,0
7025,1,1,2.52,22,,0,0.0,0.0,0
8258,1,1,1.3,23,,0,0.0,0.0,0
35186,0,0,1.59,27,,1,76.6,5.9,0
66505,1,0,0.47,22,,3,8.9,1.9,0
9152,1,1,2.09,23,,1,0.0,0.0,0
3187,0,0,5.23,18,,2,23.7,1.9,0
32709,1,0,2.01,30,,0,20.2,0.9,0
7870,0,0,5.12,31,,0,38.5,7.3,0
16773,1,1,2.33,22,,0,0.8,0.1,0
12824,0,0,2.08,21,,0,4.9,0.6,0
41090,1,1,3.12,23,,0,93.4,7.6,0
3329,0,0,4.05,22,,0,12.7,1.4,0
5038,0,0,1.66,7,,0,0.0,0.0,0
49071,1,0,2.19,33,,1,28.7,1.7,0
1620,0,0,2.68,0,,0,0.0,0.0,0
18961,1,0,2.82,22,,0,9.8,1.1,0
32445,1,0,4.35,30,,1,119.6,7.1,0
46960,0,0,2.22,24,,0,16.2,0.8,0
19846,1,0,2.33,0,,0,0.7,0.2,0
15890,1,0,2.39,21,,0,10.8,0.7,0
17123,0,0,6.38,20,,0,10.9,1.4,3
6136,0,0,2.52,0,,0,0.0,0.0,6
51896,1,1,2.06,18,,0,40.7,4.8,0
19943,1,1,2.95,12,,0,1.5,0.3,5
2606,1,0,2.02,0,,0,0.0,0.0,0
2847,0,0,4.42,21,,0,6.4,1.0,0
34539,1,0,2.01,21,,0,12.2,2.6,0
7616,0,0,0.6,21,,0,0.0,0.0,0
26865,0,0,1.41,22,,0,3.8,0.2,0
10809,0,0,1.81,4,,0,0.0,0.0,0
